longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.4057,39.7584,32,5087,1174,1594,1174,21.5447,500000,NEAR BAY
-116.924,38.8725,46,1712,1712,3468,734,41.4487,500000,INLAND
-117.0865,32.9542,37,4143,753,359,1130,29.8917,500000,<1H OCEAN
-119.5979,40.4411,33,1776,197,1897,592,106.0943,500000,INLAND
-115.8678,36.9763,43,2725,2000,2012,1022,15.7955,500000,NEAR OCEAN
-118.2415,33.434,3,2032,1778,956,762,20.202,500000,<1H OCEAN
-114.3639,35.3571,36,1830,2000,1869,1098,46.9631,500000,INLAND
-116.1456,37.2687,30,1558,991,2256,425,55.4481,500000,<1H OCEAN
-117.0774,32.6301,40,1304,1141,566,489,8.5875,189000,INLAND
-123.067,34.898,12,96,160,3344,96,14.3154,446700,<1H OCEAN
-115.974,35.6913,31,725,725,936,311,34.6197,500000,<1H OCEAN
-121.2443,36.906,15,487,209,1353,209,91.4883,500000,NEAR BAY
-120.1109,32.5188,6,1040,520,183,260,125.869,500000,NEAR BAY
-119.6724,37.8717,30,942,134,2117,404,31.6231,500000,NEAR OCEAN
-120.9869,34.3775,2,3162,1405,2119,1054,36.6054,500000,INLAND
-123.2156,38.1739,5,485,485,494,485,24.544,500000,<1H OCEAN
-122.3064,34.7719,28,2333,2000,1095,1000,59.294,500000,<1H OCEAN
-116.2653,36.3258,46,1972,1314,2706,986,101.4639,500000,INLAND
-117.7773,38.4245,37,3141,785,2524,1178,86.1593,500000,<1H OCEAN
-114.8716,38.7374,1,2536,845,1144,634,39.8525,500000,<1H OCEAN
-116.0893,32.7907,6,4441,341,2241,1025,24.5194,500000,INLAND
-120.2778,37.5832,22,1064,177,2639,532,40.7519,500000,<1H OCEAN
-116.4379,40.2581,22,2331,1036,1370,777,92.8567,500000,<1H OCEAN
-118.5357,34.461,3,4255,1636,697,982,31.8894,500000,<1H OCEAN
-121.437,37.5539,14,355,355,173,213,13.6444,478000,NEAR BAY
-114.5491,36.7523,7,270,38,3346,116,32.674,500000,INLAND
-115.0151,40.5744,29,637,398,1188,239,34.3008,500000,INLAND
-123.178,36.6682,34,879,293,2840,879,13.5964,500000,ISLAND
-115.9058,41.4665,20,1584,1188,1204,594,46.6096,500000,<1H OCEAN
-123.5231,38.6981,30,496,124,2521,372,54.937,500000,INLAND
-115.0118,37.8331,11,1864,310,1231,932,123.7818,500000,NEAR OCEAN
-118.0583,35.2732,44,89,89,2165,67,18.2316,500000,INLAND
-122.6342,38.167,1,913,498,3341,249,62.8592,500000,NEAR OCEAN
-116.1274,33.7468,26,2360,1180,2662,590,72.4348,500000,ISLAND
-119.1422,36.4543,17,1836,1836,659,1102,55.3877,500000,INLAND
-123.7045,35.2021,23,911,607,1880,911,22.1648,500000,ISLAND
-116.3157,38.8676,27,2229,1950,1018,836,21.4051,500000,INLAND
-116.4166,39.758,33,1156,289,845,867,42.9872,500000,<1H OCEAN
-119.4794,41.322,48,954,409,2930,409,42.8066,500000,NEAR OCEAN
-116.9889,34.61,29,1506,1130,3440,565,28.9892,500000,INLAND
-123.8985,40.9051,12,2848,1780,3245,1068,88.0203,500000,NEAR BAY
-121.1189,40.5365,27,2370,1778,2952,889,31.885,500000,<1H OCEAN
-117.5678,40.6931,27,2214,1476,1692,738,13.0184,421900,<1H OCEAN
-121.9939,39.5345,45,193,338,1888,145,35.451,500000,INLAND
-119.7959,35.0434,29,2976,1190,1936,893,54.0954,500000,<1H OCEAN
-114.9805,40.8398,45,1566,940,2603,470,49.7874,500000,<1H OCEAN
-116.0325,38.1957,34,657,328,279,493,49.5568,500000,<1H OCEAN
-118.72,39.5358,30,1922,549,2911,824,99.3827,500000,NEAR BAY
-118.5328,34.4499,17,1004,167,2847,502,20.7742,500000,NEAR OCEAN
-115.4299,33.9954,14,1652,472,3483,708,31.4488,500000,<1H OCEAN
-115.6694,35.1301,6,234,21,2121,64,102.4749,500000,<1H OCEAN
-123.417,37.358,28,786,524,1654,262,12.4557,396800,<1H OCEAN
-119.6442,36.4579,47,2672,890,1728,668,39.2664,500000,INLAND
-122.3915,40.9323,1,3453,1534,2208,1151,84.7697,500000,INLAND
-123.4678,32.6237,49,924,1540,1128,924,84.015,500000,<1H OCEAN
-121.376,33.2605,44,1766,530,2741,530,60.2592,500000,<1H OCEAN
-118.1936,35.5914,23,1164,1552,1608,1164,61.1817,500000,NEAR OCEAN
-116.3563,34.0935,16,732,122,1057,366,21.7143,500000,INLAND
-115.1752,36.3641,30,4662,1793,2600,1076,92.4337,500000,INLAND
-120.0704,39.3171,44,2223,1197,1245,513,19.738,500000,<1H OCEAN
-120.0768,41.9375,2,200,50,374,150,20.4572,500000,ISLAND
-122.7675,34.4197,23,225,20,1875,52,51.178,500000,INLAND
-122.3516,35.0268,3,5100,392,1823,1177,30.1678,500000,<1H OCEAN
-123.2751,39.803,33,3152,1313,1090,788,45.9063,500000,NEAR OCEAN
-114.541,35.0845,4,884,442,217,221,52.5122,500000,NEAR OCEAN
-123.024,39.1856,17,1190,2000,1717,1190,117.8545,500000,INLAND
-116.7336,38.0431,38,129,194,2725,97,52.6055,500000,INLAND
-121.1224,40.6215,39,1302,723,2825,434,27.9793,500000,<1H OCEAN
-118.9285,32.8167,12,1214,1518,817,911,60.854,500000,<1H OCEAN
-115.5729,41.8076,27,185,74,1563,111,24.6193,500000,<1H OCEAN
-114.9383,41.6604,10,4727,2000,3171,1091,70.139,500000,INLAND
-121.8977,32.7127,31,3592,552,1271,829,42.1554,500000,<1H OCEAN
-115.1873,37.2453,1,1903,2000,1718,1142,51.5685,500000,<1H OCEAN
-121.7795,36.3135,42,2698,337,2410,1012,13.9321,446300,NEAR OCEAN
-116.252,34.9145,2,2661,2000,1654,998,10.508,408200,NEAR BAY
-124.1475,41.7893,32,518,414,2960,311,16.4731,469600,INLAND
-118.9477,34.1587,21,475,475,1325,285,115.5898,500000,<1H OCEAN
-117.0419,35.0038,12,765,218,1773,328,20.3624,500000,NEAR BAY
-115.9106,32.5781,28,681,227,1855,227,62.9267,500000,NEAR BAY
-115.8887,38.0121,8,2981,1897,2630,813,27.5896,500000,<1H OCEAN
-121.3113,40.6776,30,468,39,1249,117,35.1128,500000,<1H OCEAN
-115.7685,38.4082,33,542,361,1036,542,39.4784,500000,<1H OCEAN
-121.0635,38.6903,24,2396,1198,1323,719,108.7283,500000,INLAND
-121.9623,33.13,19,2007,1338,890,669,57.5865,500000,<1H OCEAN
-124.2853,39.2907,24,610,813,765,610,51.0908,500000,NEAR BAY
-121.9428,36.3855,49,1224,102,2885,306,88.288,500000,<1H OCEAN
-123.1156,37.0003,39,525,116,1273,175,27.7342,500000,NEAR BAY
-117.5506,38.0576,1,3953,2000,1018,1186,76.9835,500000,NEAR BAY
-122.8521,41.766,15,1946,389,2859,584,69.6419,500000,<1H OCEAN
-118.4462,39.6077,2,1468,1223,2780,734,69.1671,500000,INLAND
-123.0353,38.9973,13,1170,1638,935,702,36.9503,500000,INLAND
-117.2558,36.603,40,1106,474,1136,474,31.1931,500000,INLAND
-121.4445,32.8273,44,3230,293,2892,881,24.0634,500000,INLAND
-121.213,37.6175,24,1606,964,1044,482,24.985,500000,<1H OCEAN
-117.8961,38.7784,36,1578,1052,3028,526,23.3916,500000,<1H OCEAN
-114.9105,39.1898,19,1297,1621,2200,973,50.5364,500000,NEAR BAY
-114.384,38.2749,25,416,970,2365,416,35.3601,500000,INLAND
-120.7274,35.3535,43,2846,1708,1915,854,52.5321,500000,<1H OCEAN
-114.8367,34.5998,15,3531,1358,204,815,54.3429,500000,<1H OCEAN
-118.1768,33.3559,17,170,85,2903,85,21.4716,500000,NEAR OCEAN
-115.2353,39.1769,7,1950,278,2007,836,21.0884,500000,NEAR BAY
-124.0215,41.7225,12,4207,1942,687,971,35.3532,500000,NEAR BAY
-123.9683,37.4877,2,600,720,2932,360,25.4703,500000,NEAR OCEAN
-123.5543,38.8952,42,2936,1835,1097,1101,23.911,500000,<1H OCEAN
-116.2561,39.0797,44,72,120,1343,72,112.1679,500000,<1H OCEAN
-122.9204,34.0337,22,426,512,2273,256,16.1605,500000,NEAR BAY
-122.5341,34.3221,31,2653,758,1061,1137,136.5135,500000,<1H OCEAN
-118.446,34.4777,13,3443,344,121,1033,48.2266,500000,NEAR OCEAN
-114.7255,41.362,3,1836,1530,1192,918,73.283,500000,INLAND
-118.6289,32.648,27,1984,1736,2422,744,68.2778,500000,<1H OCEAN
-116.974,37.6411,9,562,93,1538,281,58.7188,500000,<1H OCEAN
-122.4227,36.0832,44,816,204,2522,612,109.9125,500000,<1H OCEAN
-115.1583,38.7638,15,2566,1166,338,700,21.1816,500000,INLAND
-123.7412,34.5947,38,510,153,975,153,36.9202,500000,<1H OCEAN
-121.4718,41.6311,14,2446,1712,908,734,24.3097,500000,NEAR BAY
-119.7628,35.6465,7,456,202,317,152,14.6573,423000,INLAND
-122.0383,41.2963,28,258,258,2299,194,27.2715,500000,INLAND
-117.6624,38.0974,10,653,81,814,245,124.7253,500000,NEAR OCEAN
-117.5121,36.4374,21,900,630,1706,270,36.5436,500000,INLAND
-122.1814,39.4719,15,384,144,3467,144,133.3123,500000,<1H OCEAN
-124.2141,37.7541,45,3833,1533,940,1150,141.7523,500000,INLAND
-123.5568,33.8165,26,1944,1620,762,972,150.0,500000,NEAR OCEAN
-124.2957,39.1926,37,1690,1479,3264,634,127.2153,500000,NEAR BAY
-115.2461,38.0052,31,1103,946,1315,473,150.0,500000,<1H OCEAN
-118.0833,37.8736,47,1170,540,1104,270,49.2882,500000,<1H OCEAN
-122.9156,39.5124,23,1521,380,2546,1141,46.506,500000,ISLAND
-123.3749,38.7081,45,1934,322,539,967,48.3995,500000,NEAR OCEAN
-116.1241,35.9793,46,3046,1828,1385,914,40.5535,500000,INLAND
-116.1896,35.5256,47,591,1379,777,591,44.362,500000,<1H OCEAN
-115.0262,34.8828,36,216,135,3132,81,63.6815,500000,NEAR OCEAN
-122.7073,37.9639,50,784,1829,1108,784,30.6642,500000,NEAR BAY
-119.0773,35.3489,38,1626,610,2027,610,17.7433,500000,<1H OCEAN
-123.0852,33.644,16,784,392,1876,392,50.4386,500000,INLAND
-116.3436,39.9356,9,686,274,1775,412,26.7598,500000,INLAND
-120.1752,34.4868,11,309,232,325,116,28.4748,500000,NEAR OCEAN
-117.3417,34.0663,30,2104,1753,993,1052,37.2232,500000,<1H OCEAN
-123.9969,40.5655,9,239,159,3006,239,32.437,500000,<1H OCEAN
-116.5207,39.1702,13,2626,2000,1963,985,78.9339,500000,<1H OCEAN
-122.0051,39.7785,33,3504,389,3083,1168,36.6913,500000,NEAR BAY
-115.872,35.8284,17,340,204,2002,102,81.3577,500000,INLAND
-122.4414,38.3656,35,3068,511,1182,767,45.8876,500000,<1H OCEAN
-116.399,41.3558,51,420,252,1274,126,38.4542,500000,<1H OCEAN
-122.9589,35.1856,5,3685,1340,2736,1005,44.5903,500000,<1H OCEAN
-117.6658,33.1551,33,2110,422,908,633,18.6829,500000,INLAND
-116.5074,34.1233,42,246,24,2138,74,49.6715,500000,INLAND
-120.4377,41.0259,8,3439,1563,3281,938,67.498,500000,<1H OCEAN
-121.8567,35.1745,40,3100,620,2974,930,73.486,500000,NEAR BAY
-120.8547,37.1669,26,2968,1484,1417,1113,18.0164,500000,NEAR OCEAN
-121.3341,37.5784,33,2225,1416,1041,607,16.3005,471900,INLAND
-117.9693,41.6201,3,4862,2000,2213,1122,29.3853,500000,<1H OCEAN
-123.8544,35.3641,23,2173,1086,2174,815,93.0728,500000,<1H OCEAN
-123.8856,37.4532,19,1090,1308,2556,654,46.3013,500000,ISLAND
-121.4223,41.6022,8,1075,922,347,461,25.4768,500000,INLAND
-121.5303,34.4128,39,386,643,1935,386,16.9594,500000,<1H OCEAN
-122.5293,38.1799,26,1526,508,132,763,26.9018,500000,NEAR BAY
-117.1319,33.1043,45,3600,1800,3469,900,25.833,500000,<1H OCEAN
-124.0624,34.9983,9,120,30,3073,90,71.0906,500000,<1H OCEAN
-115.0577,33.1575,38,2092,697,2615,523,74.4488,500000,NEAR BAY
-116.7251,35.6365,31,306,204,1101,102,21.5989,500000,<1H OCEAN
-120.2704,34.4611,34,1012,674,2637,506,63.7191,500000,NEAR BAY
-115.7107,40.0849,16,2581,968,1614,968,59.9217,500000,<1H OCEAN
-118.1185,36.9023,36,3376,844,2306,844,19.9809,500000,<1H OCEAN
-118.5977,36.3475,13,257,257,888,193,38.563,500000,<1H OCEAN
-121.1698,39.0771,39,2622,1748,1713,874,49.7533,500000,INLAND
-117.669,41.4984,23,110,154,3081,66,44.7247,500000,<1H OCEAN
-122.9031,35.3647,25,170,128,745,64,14.5307,500000,NEAR OCEAN
-119.051,33.1341,30,4029,1099,1407,1099,43.8728,500000,NEAR OCEAN
-123.1389,33.5429,5,377,29,1091,87,59.403,500000,NEAR OCEAN
-119.8485,40.6435,19,591,473,709,355,104.6207,500000,<1H OCEAN
-118.1373,40.5356,11,670,469,1450,201,27.1482,500000,<1H OCEAN
-122.745,37.016,50,1677,1198,2167,719,29.2334,500000,INLAND
-122.0788,33.9026,22,1733,650,286,650,35.7756,500000,NEAR BAY
-116.1674,37.5016,1,1352,338,798,1014,48.2944,500000,NEAR BAY
-121.7429,38.85,2,4740,790,2878,1185,42.9826,500000,NEAR BAY
-123.3444,35.6562,47,1209,1814,986,907,58.2748,500000,INLAND
-120.9931,33.2839,8,586,976,1241,586,20.645,500000,INLAND
-114.9486,35.5584,1,377,137,2387,103,51.4545,500000,<1H OCEAN
-117.3622,39.0605,11,2590,1110,2637,1110,25.9782,500000,NEAR OCEAN
-118.5457,41.7945,12,695,463,3361,695,37.2103,500000,INLAND
-115.8958,34.3059,5,1000,700,639,300,113.0006,500000,NEAR BAY
-117.6981,41.1883,51,1346,897,2666,673,17.5252,500000,<1H OCEAN
-116.1885,36.8379,4,2166,1000,2560,500,34.2917,500000,NEAR BAY
-117.7284,38.8006,38,1958,602,522,452,18.8742,500000,NEAR OCEAN
-115.6574,40.7051,43,1713,761,3080,571,44.4527,500000,INLAND
-118.0599,37.7959,33,2442,1526,1162,916,76.0602,500000,INLAND
-121.6513,33.0839,7,555,238,1538,238,44.8973,500000,INLAND
-123.8888,35.0249,38,3474,2000,2807,1158,37.8093,500000,<1H OCEAN
-123.2468,40.1276,17,484,161,1881,121,89.9835,500000,NEAR OCEAN
-119.1755,37.7525,21,730,438,1035,219,49.4463,500000,NEAR OCEAN
-114.5823,35.6262,13,1102,1929,1194,827,66.3089,500000,INLAND
-116.7054,38.0414,40,361,217,2616,217,62.2862,500000,<1H OCEAN
-116.5456,35.0514,30,2832,629,723,944,7.2199,246400,NEAR BAY
-117.6621,34.7896,8,2086,2000,1704,894,38.7288,500000,NEAR BAY
-115.2651,40.3697,21,1450,1088,2641,544,21.2369,500000,NEAR BAY
-116.9454,36.3006,41,1334,1144,3106,572,24.6554,500000,INLAND
-121.7164,35.1029,48,3597,2000,2908,1199,98.2325,500000,INLAND
-119.3052,36.3872,48,1606,321,1321,964,32.3852,500000,NEAR OCEAN
-120.2566,41.246,7,776,1810,775,776,126.2326,500000,NEAR BAY
-122.6461,34.2175,44,353,70,3277,212,17.4262,500000,<1H OCEAN
-122.0762,34.2597,29,2426,485,2131,728,21.1657,500000,NEAR BAY
-121.4484,35.8608,38,285,63,1485,95,64.0712,500000,ISLAND
-122.5636,33.0742,20,1243,113,3166,339,33.0414,500000,INLAND
-122.1269,33.2118,34,1136,284,2569,852,48.7635,500000,<1H OCEAN
-115.1361,32.6043,14,690,172,1720,518,37.9095,500000,INLAND
-120.8676,33.8888,27,1590,1590,763,1193,37.2272,500000,INLAND
-116.0248,38.5837,12,3390,1130,377,1130,33.7859,500000,<1H OCEAN
-123.6561,34.366,21,477,159,1904,159,45.1631,500000,<1H OCEAN
-114.4819,36.089,21,1420,710,488,1065,59.5948,500000,<1H OCEAN
-116.6521,39.2031,45,2433,2000,1154,1043,106.83,500000,<1H OCEAN
-115.2328,32.8023,33,172,172,2416,172,35.9122,500000,INLAND
-119.0409,34.4861,34,1479,657,143,493,32.0213,500000,<1H OCEAN
-117.9546,41.9609,15,3420,380,3463,1140,29.6395,500000,INLAND
-120.6918,38.1711,23,69,46,1586,69,97.9498,500000,INLAND
-119.9797,38.7698,25,117,78,3058,117,61.3613,500000,<1H OCEAN
-116.7926,37.4025,41,2120,1484,686,636,12.9768,447600,NEAR OCEAN
-123.8003,41.676,10,4584,764,1666,1146,12.6381,408700,<1H OCEAN
-123.9345,33.8708,3,1480,493,3359,370,24.6444,500000,INLAND
-115.5508,33.14,26,2814,1250,2249,938,46.5568,500000,NEAR BAY
-123.1999,40.2536,42,2258,282,2849,847,39.7458,500000,INLAND
-117.0897,32.5389,38,795,217,2429,217,55.227,500000,<1H OCEAN
-122.3046,37.8348,42,1524,127,2614,381,36.5002,500000,<1H OCEAN
-120.6379,32.5134,21,3068,511,1338,767,93.7879,500000,NEAR BAY
-121.3645,35.8083,12,1407,1005,1641,603,64.4476,500000,INLAND
-119.3966,38.6834,34,858,429,268,322,42.4841,500000,INLAND
-116.0334,37.6996,2,280,373,980,280,80.6234,500000,INLAND
-115.5447,37.8187,46,920,460,319,690,15.0781,500000,<1H OCEAN
-122.0796,33.9948,37,2338,1670,1202,1002,38.534,500000,INLAND
-120.9235,35.3,26,1921,1222,2567,524,44.0397,500000,INLAND
-115.9308,39.2453,11,2599,2000,794,1114,58.1954,500000,<1H OCEAN
-123.4036,32.7213,13,2451,544,1726,817,14.4904,470000,<1H OCEAN
-123.131,38.1552,51,2052,855,1976,513,34.6862,500000,<1H OCEAN
-119.5042,37.4121,1,2298,574,656,862,51.5659,500000,INLAND
-116.3986,35.7676,1,1132,1320,2858,566,53.9945,500000,<1H OCEAN
-120.9402,35.6804,18,3373,1226,2722,920,82.6209,500000,<1H OCEAN
-123.6057,40.09,12,2360,2000,737,1180,64.0387,500000,ISLAND
-114.6213,36.129,35,2230,1274,223,956,39.0982,500000,NEAR OCEAN
-114.9109,33.2587,3,852,355,115,213,60.7988,500000,<1H OCEAN
-117.781,41.6394,41,308,308,1095,132,35.937,500000,NEAR OCEAN
-117.4812,33.7385,40,1631,326,527,979,44.2852,500000,NEAR BAY
-114.963,40.0758,12,4096,2000,159,1024,65.331,500000,INLAND
-117.8614,32.6325,30,2340,936,1667,702,39.4646,500000,<1H OCEAN
-116.4159,35.9618,35,1213,110,1885,331,50.3893,500000,<1H OCEAN
-119.6648,37.3942,44,2124,1416,163,1062,72.195,500000,ISLAND
-122.02,32.7829,38,2071,188,2135,565,62.1707,500000,NEAR BAY
-115.9747,39.4738,50,1672,514,1471,386,85.0014,500000,INLAND
-117.4562,34.9755,6,628,628,781,471,150.0,500000,<1H OCEAN
-121.4044,37.6411,32,650,390,477,390,61.8271,500000,NEAR BAY
-118.0672,40.0271,40,1122,498,2681,374,30.7475,500000,NEAR OCEAN
-116.1352,38.1156,12,1413,706,466,424,55.1292,500000,<1H OCEAN
-121.5965,36.8283,12,825,1650,781,825,53.7249,500000,NEAR OCEAN
-116.6185,35.6931,5,207,69,2522,69,58.5975,500000,INLAND
-123.5766,32.9285,51,622,155,2240,467,99.444,500000,NEAR BAY
-118.0505,41.1737,45,1061,326,3498,245,14.7629,437400,<1H OCEAN
-114.3107,38.1233,7,2650,1855,237,795,100.5734,500000,<1H OCEAN
-115.6363,38.4996,13,5169,1193,761,1193,123.0801,500000,<1H OCEAN
-115.5434,36.6849,24,1593,318,2349,956,57.0214,500000,NEAR BAY
-117.4964,36.0408,46,1232,784,880,336,57.8507,500000,<1H OCEAN
-119.6881,32.9432,43,1493,640,1395,640,35.0788,500000,INLAND
-117.5278,34.1054,45,96,72,1107,72,40.7062,500000,NEAR BAY
-121.0881,36.5427,43,1397,524,2848,524,61.6428,500000,INLAND
-118.7723,34.7962,33,986,740,2769,370,59.3064,500000,<1H OCEAN
-118.9032,32.9222,15,1672,418,2839,627,62.4903,500000,NEAR BAY
-118.8627,37.6871,31,2076,865,1820,519,59.0619,500000,NEAR BAY
-120.1801,36.9091,26,1670,835,1758,835,69.5203,500000,NEAR BAY
-120.772,36.503,49,2263,679,2040,679,65.0122,500000,INLAND
-120.9965,39.9502,23,1881,752,328,1129,21.9326,500000,NEAR BAY
-122.0527,38.1955,39,512,256,1958,128,66.8162,500000,INLAND
-119.9145,32.5134,9,3029,1514,1040,1136,123.6849,500000,INLAND
-123.1225,39.7381,35,3512,2000,3287,958,39.9093,500000,NEAR BAY
-115.2843,37.0846,24,1448,1738,726,869,99.7107,500000,NEAR OCEAN
-123.6032,37.4097,23,1998,1998,218,999,23.3876,500000,NEAR OCEAN
-115.9258,40.9509,39,463,142,3375,107,39.8343,500000,NEAR BAY
-121.8875,33.5376,25,491,688,636,295,27.6021,500000,NEAR OCEAN
-115.7678,38.1943,4,150,83,1859,50,92.7695,500000,<1H OCEAN
-117.0973,35.1805,20,1936,1290,1399,968,108.5131,500000,INLAND
-115.0902,32.8488,50,1066,457,1015,457,38.2089,500000,NEAR BAY
-115.5977,36.6551,49,1550,1085,1759,465,81.8773,500000,INLAND
-117.2891,35.1943,32,2757,501,2590,752,109.176,500000,INLAND
-122.7832,32.5142,33,1429,1250,487,536,39.7589,500000,NEAR OCEAN
-118.8095,37.183,14,2606,521,2349,782,43.8352,500000,ISLAND
-120.9017,35.4557,40,1126,2000,3136,1126,62.976,500000,NEAR BAY
-115.4422,36.6242,31,718,287,1086,431,24.4606,500000,INLAND
-115.5777,32.6114,2,3941,2000,2404,1075,43.3213,500000,<1H OCEAN
-121.1596,36.3169,49,2206,1324,3229,662,146.6806,500000,NEAR BAY
-117.583,36.9688,44,481,962,3269,481,30.0414,500000,NEAR BAY
-120.9172,36.9272,5,4428,2000,2302,1107,67.6861,500000,NEAR OCEAN
-117.5181,39.3108,22,1425,814,3298,611,55.5269,500000,INLAND
-118.1613,41.9172,38,392,392,2742,196,36.7569,500000,NEAR BAY
-119.1905,32.7647,38,1010,505,1842,379,46.3202,500000,ISLAND
-115.5159,36.2623,9,2384,340,527,1022,116.0658,500000,INLAND
-121.8395,40.6388,3,1712,642,3000,642,56.5284,500000,<1H OCEAN
-116.3253,38.4441,51,925,231,1074,694,62.0833,500000,<1H OCEAN
-117.4049,41.8442,46,1112,1390,2604,834,105.9643,500000,INLAND
-121.4873,39.2775,38,1183,182,2292,273,34.0878,500000,INLAND
-120.0831,39.3803,34,572,156,1325,156,21.6377,500000,<1H OCEAN
-123.6099,33.2228,36,1112,1297,2733,556,117.1662,500000,<1H OCEAN
-118.3242,35.1149,24,4428,2000,2334,1107,44.0136,500000,NEAR BAY
-115.4211,38.0462,35,718,196,2634,196,69.3208,500000,<1H OCEAN
-123.1218,37.4627,16,2920,1168,3339,876,25.6665,500000,<1H OCEAN
-122.98,39.7446,5,3920,1960,1034,1176,51.198,500000,<1H OCEAN
-119.5543,41.9397,16,697,161,2697,161,20.998,500000,<1H OCEAN
-121.4877,34.4646,15,812,406,235,203,42.1329,500000,INLAND
-121.5307,36.5698,16,1748,699,2512,1049,27.4902,500000,<1H OCEAN
-117.9133,40.735,25,580,174,628,174,23.9506,500000,<1H OCEAN
-120.1974,40.4624,7,1206,603,854,905,33.8085,500000,NEAR BAY
-115.8535,40.2633,21,2576,1610,765,966,10.2426,363800,NEAR OCEAN
-120.0109,38.3937,24,410,683,2925,410,20.2194,500000,<1H OCEAN
-118.1472,41.9353,10,513,770,1371,385,64.8472,500000,<1H OCEAN
-120.3211,35.9001,24,2163,649,1424,649,49.9581,500000,<1H OCEAN
-121.7398,33.6048,35,1474,421,1328,632,21.2865,500000,INLAND
-119.5867,33.7593,22,1385,346,2221,1039,56.3346,500000,<1H OCEAN
-117.0952,36.6391,1,3167,1705,3214,731,23.9426,500000,<1H OCEAN
-114.7719,40.147,36,5039,1163,2404,1163,62.5373,500000,INLAND
-123.8783,36.802,30,541,650,444,325,37.8338,500000,INLAND
-118.9817,38.3081,22,1119,373,1851,373,33.3651,500000,<1H OCEAN
-117.9403,35.9012,2,654,327,465,327,38.3958,500000,<1H OCEAN
-123.4428,39.2909,5,2926,532,662,798,150.0,500000,NEAR OCEAN
-116.0083,33.9548,5,293,176,768,88,25.7209,500000,NEAR OCEAN
-121.5405,37.4411,44,2424,1039,2471,1039,46.4567,500000,INLAND
-115.5509,34.2587,16,4060,937,3076,937,64.8065,500000,INLAND
-118.7739,36.9516,22,4348,1976,940,1186,22.763,500000,NEAR OCEAN
-122.7792,36.5897,36,1536,1536,3303,1152,15.5807,500000,NEAR OCEAN
-116.9078,38.2433,34,305,262,1002,131,28.2735,500000,NEAR BAY
-122.7277,37.3407,4,3636,303,1144,909,63.9603,500000,ISLAND
-117.0962,41.7695,48,1677,1467,531,629,33.0289,500000,INLAND
-116.218,41.053,14,1193,596,258,895,35.3014,500000,INLAND
-118.5447,35.2937,40,3864,351,2207,1054,70.0386,500000,<1H OCEAN
-121.5891,33.6512,43,1920,240,1485,720,24.9976,500000,<1H OCEAN
-119.9266,33.1151,28,88,53,499,53,38.449,500000,INLAND
-119.0198,34.3809,9,3828,1044,2019,1044,16.3509,488500,INLAND
-117.6422,34.61,28,2208,184,1273,552,49.1569,500000,<1H OCEAN
-117.9607,40.9425,13,1731,961,1435,577,46.5389,500000,INLAND
-120.2958,41.286,44,2403,1201,3124,721,65.3598,500000,NEAR BAY
-116.7183,34.6895,39,1830,2000,1471,1098,20.3979,500000,<1H OCEAN
-116.5858,39.7079,43,2401,218,1640,655,36.1419,500000,INLAND
-117.3367,40.4398,43,1152,96,2436,288,18.831,500000,INLAND
-121.5785,36.0864,10,1486,594,3141,892,34.9851,500000,NEAR BAY
-119.606,40.7801,2,3367,1036,2609,777,98.6579,500000,NEAR BAY
-119.9724,41.8922,32,125,208,1775,125,33.4527,500000,<1H OCEAN
-116.1321,41.6941,32,1544,441,1139,662,17.8684,500000,INLAND
-116.2182,39.5481,45,953,953,708,953,26.9682,500000,NEAR OCEAN
-115.6392,36.0308,33,2487,1421,520,1066,15.4254,463400,INLAND
-121.9882,34.6566,41,1250,500,2680,375,18.6365,500000,INLAND
-116.8155,41.9323,18,2600,866,2605,650,60.6535,500000,<1H OCEAN
-115.596,35.1237,7,1329,1661,1301,997,17.0273,500000,NEAR BAY
-122.6351,36.6646,2,2884,1442,3291,721,48.91,500000,NEAR OCEAN
-123.9006,35.0092,23,2305,1064,3385,532,41.1832,500000,<1H OCEAN
-123.2449,37.2131,1,261,609,2210,261,29.4787,500000,NEAR BAY
-118.238,33.5486,27,429,99,991,99,46.4787,500000,<1H OCEAN
-120.0835,40.186,21,3372,843,1822,843,23.1036,500000,INLAND
-122.3495,37.2985,14,1158,772,2895,1158,67.1609,500000,<1H OCEAN
-119.017,36.4853,31,740,740,1823,740,26.6711,500000,NEAR BAY
-116.4448,35.9499,35,3156,1262,1779,947,32.1613,500000,INLAND
-115.7418,38.008,3,1932,1380,1911,828,29.9454,500000,NEAR BAY
-116.7828,39.9089,25,748,149,2963,449,61.33,500000,<1H OCEAN
-115.4449,41.0743,48,1519,1519,1496,651,56.2188,500000,INLAND
-118.2581,40.4944,16,720,120,722,360,8.4112,332900,ISLAND
-115.9293,36.7324,40,1326,306,1846,306,47.2348,500000,<1H OCEAN
-120.1281,40.4229,18,1211,969,2254,727,14.2368,500000,NEAR BAY
-115.7752,37.5218,14,792,792,3278,792,33.0424,500000,<1H OCEAN
-115.3419,38.5627,44,4740,790,484,1185,38.0036,500000,<1H OCEAN
-117.4359,38.9083,19,1284,428,3305,321,32.8302,500000,NEAR OCEAN
-119.9895,36.297,45,1532,127,2838,383,54.7664,500000,INLAND
